Location,DateReported,PredHosp2wk,PredHosp4wk,PredHosp3mth,PredHospOPT,PredICU2wk,PredICU4wk,PredICU3mth,PredICUOPT,PredVents2wk,PredVents4wk,PredVents3mth,PredVentsOPT,DateRun,Date2wk,Date4wk,Date3mth
Region1,2020-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,04/10/2020,05/09/2020,05/23/2020,07/03/2020
Region1,2020-04-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,04/10/2020,05/09/2020,05/23/2020,07/03/2020
Region1,2020-04-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,04/10/2020,05/09/2020,05/23/2020,07/03/2020
Region1,2020-04-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,04/10/2020,05/09/2020,05/23/2020,07/03/2020
Region1,2020-04-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,04/10/2020,05/09/2020,05/23/2020,07/03/2020
Region1,2020-04-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,04/10/2020,05/09/2020,05/23/2020,07/03/2020
Region1,2020-04-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,04/10/2020,05/09/2020,05/23/2020,07/03/2020
Region1,2020-04-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,04/10/2020,05/09/2020,05/23/2020,07/03/2020
Region1,2020-04-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,04/10/2020,05/09/2020,05/23/2020,07/03/2020
Region1,2020-04-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,04/10/2020,05/09/2020,05/23/2020,07/03/2020
Region1,2020-04-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,04/10/2020,05/09/2020,05/23/2020,07/03/2020
Region1,2020-04-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,04/10/2020,05/09/2020,05/23/2020,07/03/2020
Region1,2020-04-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,04/10/2020,05/09/2020,05/23/2020,07/03/2020
Region1,2020-04-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,04/10/2020,05/09/2020,05/23/2020,07/03/2020
Region1,2020-04-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,04/10/2020,05/09/2020,05/23/2020,07/03/2020
Region1,2020-04-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,04/10/2020,05/09/2020,05/23/2020,07/03/2020
Region1,2020-04-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,04/10/2020,05/09/2020,05/23/2020,07/03/2020
Region1,2020-04-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,04/10/2020,05/09/2020,05/23/2020,07/03/2020
Region1,2020-04-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,04/10/2020,05/09/2020,05/23/2020,07/03/2020
Region1,2020-04-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,04/10/2020,05/09/2020,05/23/2020,07/03/2020
Region1,2020-04-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,04/10/2020,05/09/2020,05/23/2020,07/03/2020
Region1,2020-04-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,04/10/2020,05/09/2020,05/23/2020,07/03/2020
Region1,2020-04-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,04/10/2020,05/09/2020,05/23/2020,07/03/2020
Region1,2020-04-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,04/10/2020,05/09/2020,05/23/2020,07/03/2020
Region1,2020-04-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,04/10/2020,05/09/2020,05/23/2020,07/03/2020
Region1,2020-04-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,04/10/2020,05/09/2020,05/23/2020,07/03/2020
Region1,2020-04-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,04/10/2020,05/09/2020,05/23/2020,07/03/2020
Region1,2020-04-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,04/10/2020,05/09/2020,05/23/2020,07/03/2020
Region1,2020-04-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,04/10/2020,05/09/2020,05/23/2020,07/03/2020
Region1,2020-04-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,04/10/2020,05/09/2020,05/23/2020,07/03/2020
Region1,2020-05-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,04/10/2020,05/09/2020,05/23/2020,07/03/2020
Region1,2020-05-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,04/10/2020,05/09/2020,05/23/2020,07/03/2020
Region1,2020-05-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,04/10/2020,05/09/2020,05/23/2020,07/03/2020
Region1,2020-05-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,04/10/2020,05/09/2020,05/23/2020,07/03/2020
Region1,2020-05-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,04/10/2020,05/09/2020,05/23/2020,07/03/2020
Region1,2020-05-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,04/10/2020,05/09/2020,05/23/2020,07/03/2020
Region1,2020-05-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,04/10/2020,05/09/2020,05/23/2020,07/03/2020
Region1,2020-05-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,04/10/2020,05/09/2020,05/23/2020,07/03/2020
Region1,2020-05-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,04/10/2020,05/09/2020,05/23/2020,07/03/2020
Region1,2020-05-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,04/10/2020,05/09/2020,05/23/2020,07/03/2020
Region1,2020-05-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,04/10/2020,05/09/2020,05/23/2020,07/03/2020
Region1,2020-05-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,04/10/2020,05/09/2020,05/23/2020,07/03/2020
Region1,2020-05-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,04/10/2020,05/09/2020,05/23/2020,07/03/2020
Region1,2020-05-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,04/10/2020,05/09/2020,05/23/2020,07/03/2020
Region1,2020-05-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,04/10/2020,05/09/2020,05/23/2020,07/03/2020
Region1,2020-05-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,04/10/2020,05/09/2020,05/23/2020,07/03/2020
Region1,2020-05-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,04/10/2020,05/09/2020,05/23/2020,07/03/2020
Region1,2020-05-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,04/10/2020,05/09/2020,05/23/2020,07/03/2020
Region1,2020-05-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,04/10/2020,05/09/2020,05/23/2020,07/03/2020
Region1,2020-05-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,04/10/2020,05/09/2020,05/23/2020,07/03/2020
Region1,2020-05-21,1.0,0.0,0.0,0.0,0.16575571747058823,0.0,0.0,0.0,0.08287785873529412,0.0,0.0,0.0,04/10/2020,05/09/2020,05/23/2020,07/03/2020
Region1,2020-05-22,1.0,0.0,0.0,0.0,0.16575571747058823,0.0,0.0,0.0,0.08287785873529412,0.0,0.0,0.0,04/10/2020,05/09/2020,05/23/2020,07/03/2020
Region1,2020-05-23,1.0,0.0,0.0,0.0,0.16575571747058823,0.0,0.0,0.0,0.08287785873529412,0.0,0.0,0.0,04/10/2020,05/09/2020,05/23/2020,07/03/2020
Region1,2020-05-24,1.0,0.0,0.0,0.0,0.16575571747058823,0.0,0.0,0.0,0.08287785873529412,0.0,0.0,0.0,04/10/2020,05/09/2020,05/23/2020,07/03/2020
Region1,2020-05-25,1.0,0.0,0.0,0.0,0.16575571747058823,0.0,0.0,0.0,0.08287785873529412,0.0,0.0,0.0,04/10/2020,05/09/2020,05/23/2020,07/03/2020
