Location,DateReported,PredHosp2wk,PredHosp4wk,PredHosp3mth,PredHospOPT,PredICU2wk,PredICU4wk,PredICU3mth,PredICUOPT,PredVents2wk,PredVents4wk,PredVents3mth,PredVentsOPT,DateRun,Date2wk,Date4wk,Date3mth
Region1,2020-03-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,04/12/2020,05/09/2020,05/23/2020,08/02/2020
Region1,2020-03-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,04/12/2020,05/09/2020,05/23/2020,08/02/2020
Region1,2020-03-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,04/12/2020,05/09/2020,05/23/2020,08/02/2020
Region1,2020-03-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,04/12/2020,05/09/2020,05/23/2020,08/02/2020
Region1,2020-03-16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,04/12/2020,05/09/2020,05/23/2020,08/02/2020
Region1,2020-03-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,04/12/2020,05/09/2020,05/23/2020,08/02/2020
Region1,2020-03-18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,04/12/2020,05/09/2020,05/23/2020,08/02/2020
Region1,2020-03-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,04/12/2020,05/09/2020,05/23/2020,08/02/2020
Region1,2020-03-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,04/12/2020,05/09/2020,05/23/2020,08/02/2020
Region1,2020-03-21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,04/12/2020,05/09/2020,05/23/2020,08/02/2020
Region1,2020-03-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,04/12/2020,05/09/2020,05/23/2020,08/02/2020
Region1,2020-03-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,04/12/2020,05/09/2020,05/23/2020,08/02/2020
Region1,2020-03-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,04/12/2020,05/09/2020,05/23/2020,08/02/2020
Region1,2020-03-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,04/12/2020,05/09/2020,05/23/2020,08/02/2020
Region1,2020-03-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,04/12/2020,05/09/2020,05/23/2020,08/02/2020
Region1,2020-03-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,04/12/2020,05/09/2020,05/23/2020,08/02/2020
Region1,2020-03-28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,04/12/2020,05/09/2020,05/23/2020,08/02/2020
Region1,2020-03-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,04/12/2020,05/09/2020,05/23/2020,08/02/2020
Region1,2020-03-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,04/12/2020,05/09/2020,05/23/2020,08/02/2020
Region1,2020-03-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,04/12/2020,05/09/2020,05/23/2020,08/02/2020
Region1,2020-04-01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,04/12/2020,05/09/2020,05/23/2020,08/02/2020
Region1,2020-04-02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,04/12/2020,05/09/2020,05/23/2020,08/02/2020
Region1,2020-04-03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,04/12/2020,05/09/2020,05/23/2020,08/02/2020
Region1,2020-04-04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,04/12/2020,05/09/2020,05/23/2020,08/02/2020
Region1,2020-04-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,04/12/2020,05/09/2020,05/23/2020,08/02/2020
Region1,2020-04-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,04/12/2020,05/09/2020,05/23/2020,08/02/2020
Region1,2020-04-07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,04/12/2020,05/09/2020,05/23/2020,08/02/2020
Region1,2020-04-08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,04/12/2020,05/09/2020,05/23/2020,08/02/2020
Region1,2020-04-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,04/12/2020,05/09/2020,05/23/2020,08/02/2020
Region1,2020-04-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,04/12/2020,05/09/2020,05/23/2020,08/02/2020
Region1,2020-04-11,1.0,1.0,1.0,1.0,0.16575571747058823,0.16575571747058823,0.16575571747058823,0.16575571747058823,0.08287785873529412,0.08287785873529412,0.08287785873529412,0.08287785873529412,04/12/2020,05/09/2020,05/23/2020,08/02/2020
Region1,2020-04-12,1.0,1.0,1.0,1.0,0.16575571747058823,0.16575571747058823,0.16575571747058823,0.16575571747058823,0.08287785873529412,0.08287785873529412,0.08287785873529412,0.08287785873529412,04/12/2020,05/09/2020,05/23/2020,08/02/2020
Region1,2020-04-13,1.0,1.0,1.0,1.0,0.16575571747058823,0.16575571747058823,0.16575571747058823,0.16575571747058823,0.08287785873529412,0.08287785873529412,0.08287785873529412,0.08287785873529412,04/12/2020,05/09/2020,05/23/2020,08/02/2020
Region1,2020-04-14,1.0,1.0,1.0,1.0,0.16575571747058823,0.16575571747058823,0.16575571747058823,0.16575571747058823,0.08287785873529412,0.08287785873529412,0.08287785873529412,0.08287785873529412,04/12/2020,05/09/2020,05/23/2020,08/02/2020
Region1,2020-04-15,1.0,1.0,1.0,1.0,0.16575571747058823,0.16575571747058823,0.16575571747058823,0.16575571747058823,0.08287785873529412,0.08287785873529412,0.08287785873529412,0.08287785873529412,04/12/2020,05/09/2020,05/23/2020,08/02/2020
Region1,2020-04-16,1.0,1.0,1.0,1.0,0.16575571747058823,0.16575571747058823,0.16575571747058823,0.16575571747058823,0.08287785873529412,0.08287785873529412,0.08287785873529412,0.08287785873529412,04/12/2020,05/09/2020,05/23/2020,08/02/2020
Region1,2020-04-17,1.0,1.0,1.0,1.0,0.16575571747058823,0.16575571747058823,0.16575571747058823,0.16575571747058823,0.08287785873529412,0.08287785873529412,0.08287785873529412,0.08287785873529412,04/12/2020,05/09/2020,05/23/2020,08/02/2020
Region1,2020-04-18,1.0,1.0,1.0,1.0,0.16575571747058823,0.16575571747058823,0.16575571747058823,0.16575571747058823,0.08287785873529412,0.08287785873529412,0.08287785873529412,0.08287785873529412,04/12/2020,05/09/2020,05/23/2020,08/02/2020
Region1,2020-04-19,1.0,1.0,1.0,1.0,0.16575571747058823,0.16575571747058823,0.16575571747058823,0.16575571747058823,0.08287785873529412,0.08287785873529412,0.08287785873529412,0.08287785873529412,04/12/2020,05/09/2020,05/23/2020,08/02/2020
Region1,2020-04-20,1.0,1.0,1.0,1.0,0.16575571747058823,0.16575571747058823,0.16575571747058823,0.16575571747058823,0.08287785873529412,0.08287785873529412,0.08287785873529412,0.08287785873529412,04/12/2020,05/09/2020,05/23/2020,08/02/2020
Region1,2020-04-21,1.0,1.0,1.0,1.0,0.16575571747058823,0.16575571747058823,0.16575571747058823,0.16575571747058823,0.08287785873529412,0.08287785873529412,0.08287785873529412,0.08287785873529412,04/12/2020,05/09/2020,05/23/2020,08/02/2020
Region1,2020-04-22,1.0,1.0,1.0,1.0,0.16575571747058823,0.16575571747058823,0.16575571747058823,0.16575571747058823,0.08287785873529412,0.08287785873529412,0.08287785873529412,0.08287785873529412,04/12/2020,05/09/2020,05/23/2020,08/02/2020
Region1,2020-04-23,1.0,1.0,1.0,1.0,0.16575571747058823,0.16575571747058823,0.16575571747058823,0.16575571747058823,0.08287785873529412,0.08287785873529412,0.08287785873529412,0.08287785873529412,04/12/2020,05/09/2020,05/23/2020,08/02/2020
Region1,2020-04-24,1.0,1.0,1.0,1.0,0.16575571747058823,0.16575571747058823,0.16575571747058823,0.16575571747058823,0.08287785873529412,0.08287785873529412,0.08287785873529412,0.08287785873529412,04/12/2020,05/09/2020,05/23/2020,08/02/2020
Region1,2020-04-25,1.0,1.0,1.0,1.0,0.16575571747058823,0.16575571747058823,0.16575571747058823,0.16575571747058823,0.08287785873529412,0.08287785873529412,0.08287785873529412,0.08287785873529412,04/12/2020,05/09/2020,05/23/2020,08/02/2020
Region1,2020-04-26,1.0,1.0,1.0,1.0,0.16575571747058823,0.16575571747058823,0.16575571747058823,0.16575571747058823,0.08287785873529412,0.08287785873529412,0.08287785873529412,0.08287785873529412,04/12/2020,05/09/2020,05/23/2020,08/02/2020
Region1,2020-04-27,1.0,1.0,1.0,1.0,0.16575571747058823,0.16575571747058823,0.16575571747058823,0.16575571747058823,0.08287785873529412,0.08287785873529412,0.08287785873529412,0.08287785873529412,04/12/2020,05/09/2020,05/23/2020,08/02/2020
Region1,2020-04-28,1.0,1.0,1.0,1.0,0.16575571747058823,0.16575571747058823,0.16575571747058823,0.16575571747058823,0.08287785873529412,0.08287785873529412,0.08287785873529412,0.08287785873529412,04/12/2020,05/09/2020,05/23/2020,08/02/2020
Region1,2020-04-29,1.0,1.0,1.0,1.0,0.16575571747058823,0.16575571747058823,0.16575571747058823,0.16575571747058823,0.08287785873529412,0.08287785873529412,0.08287785873529412,0.08287785873529412,04/12/2020,05/09/2020,05/23/2020,08/02/2020
Region1,2020-04-30,1.0,1.0,1.0,1.0,0.16575571747058823,0.16575571747058823,0.16575571747058823,0.16575571747058823,0.08287785873529412,0.08287785873529412,0.08287785873529412,0.08287785873529412,04/12/2020,05/09/2020,05/23/2020,08/02/2020
Region1,2020-05-01,1.0,1.0,1.0,1.0,0.16575571747058823,0.16575571747058823,0.16575571747058823,0.16575571747058823,0.08287785873529412,0.08287785873529412,0.08287785873529412,0.08287785873529412,04/12/2020,05/09/2020,05/23/2020,08/02/2020
Region1,2020-05-02,1.0,1.0,1.0,1.0,0.16575571747058823,0.16575571747058823,0.16575571747058823,0.16575571747058823,0.08287785873529412,0.08287785873529412,0.08287785873529412,0.08287785873529412,04/12/2020,05/09/2020,05/23/2020,08/02/2020
Region1,2020-05-03,1.0,1.0,1.0,1.0,0.16575571747058823,0.16575571747058823,0.16575571747058823,0.16575571747058823,0.08287785873529412,0.08287785873529412,0.08287785873529412,0.08287785873529412,04/12/2020,05/09/2020,05/23/2020,08/02/2020
Region1,2020-05-04,1.0,1.0,1.0,1.0,0.16575571747058823,0.16575571747058823,0.16575571747058823,0.16575571747058823,0.08287785873529412,0.08287785873529412,0.08287785873529412,0.08287785873529412,04/12/2020,05/09/2020,05/23/2020,08/02/2020
Region1,2020-05-05,1.0,1.0,1.0,1.0,0.16575571747058823,0.16575571747058823,0.16575571747058823,0.16575571747058823,0.08287785873529412,0.08287785873529412,0.08287785873529412,0.08287785873529412,04/12/2020,05/09/2020,05/23/2020,08/02/2020
Region1,2020-05-06,1.0,1.0,1.0,1.0,0.16575571747058823,0.16575571747058823,0.16575571747058823,0.16575571747058823,0.08287785873529412,0.08287785873529412,0.08287785873529412,0.08287785873529412,04/12/2020,05/09/2020,05/23/2020,08/02/2020
Region1,2020-05-07,1.0,1.0,1.0,1.0,0.16575571747058823,0.16575571747058823,0.16575571747058823,0.16575571747058823,0.08287785873529412,0.08287785873529412,0.08287785873529412,0.08287785873529412,04/12/2020,05/09/2020,05/23/2020,08/02/2020
Region1,2020-05-08,1.0,1.0,1.0,1.0,0.16575571747058823,0.16575571747058823,0.16575571747058823,0.16575571747058823,0.08287785873529412,0.08287785873529412,0.08287785873529412,0.08287785873529412,04/12/2020,05/09/2020,05/23/2020,08/02/2020
Region1,2020-05-09,1.0,1.0,1.0,1.0,0.16575571747058823,0.16575571747058823,0.16575571747058823,0.16575571747058823,0.08287785873529412,0.08287785873529412,0.08287785873529412,0.08287785873529412,04/12/2020,05/09/2020,05/23/2020,08/02/2020
Region1,2020-05-10,1.0,1.0,1.0,1.0,0.16575571747058823,0.16575571747058823,0.16575571747058823,0.16575571747058823,0.08287785873529412,0.08287785873529412,0.08287785873529412,0.08287785873529412,04/12/2020,05/09/2020,05/23/2020,08/02/2020
Region1,2020-05-11,1.0,1.0,1.0,1.0,0.16575571747058823,0.16575571747058823,0.16575571747058823,0.16575571747058823,0.08287785873529412,0.08287785873529412,0.08287785873529412,0.08287785873529412,04/12/2020,05/09/2020,05/23/2020,08/02/2020
Region1,2020-05-12,1.0,1.0,1.0,1.0,0.16575571747058823,0.16575571747058823,0.16575571747058823,0.16575571747058823,0.08287785873529412,0.08287785873529412,0.08287785873529412,0.08287785873529412,04/12/2020,05/09/2020,05/23/2020,08/02/2020
Region1,2020-05-13,1.0,1.0,1.0,1.0,0.16575571747058823,0.16575571747058823,0.16575571747058823,0.16575571747058823,0.08287785873529412,0.08287785873529412,0.08287785873529412,0.08287785873529412,04/12/2020,05/09/2020,05/23/2020,08/02/2020
Region1,2020-05-14,1.0,1.0,1.0,1.0,0.16575571747058823,0.16575571747058823,0.16575571747058823,0.16575571747058823,0.08287785873529412,0.08287785873529412,0.08287785873529412,0.08287785873529412,04/12/2020,05/09/2020,05/23/2020,08/02/2020
Region1,2020-05-15,1.0,1.0,1.0,1.0,0.16575571747058823,0.16575571747058823,0.16575571747058823,0.16575571747058823,0.08287785873529412,0.08287785873529412,0.08287785873529412,0.08287785873529412,04/12/2020,05/09/2020,05/23/2020,08/02/2020
Region1,2020-05-16,1.0,1.0,1.0,1.0,0.16575571747058823,0.16575571747058823,0.16575571747058823,0.16575571747058823,0.08287785873529412,0.08287785873529412,0.08287785873529412,0.08287785873529412,04/12/2020,05/09/2020,05/23/2020,08/02/2020
Region1,2020-05-17,1.0,1.0,1.0,1.0,0.16575571747058823,0.16575571747058823,0.16575571747058823,0.16575571747058823,0.08287785873529412,0.08287785873529412,0.08287785873529412,0.08287785873529412,04/12/2020,05/09/2020,05/23/2020,08/02/2020
Region1,2020-05-18,1.0,1.0,1.0,1.0,0.16575571747058823,0.16575571747058823,0.16575571747058823,0.16575571747058823,0.08287785873529412,0.08287785873529412,0.08287785873529412,0.08287785873529412,04/12/2020,05/09/2020,05/23/2020,08/02/2020
Region1,2020-05-19,1.0,1.0,1.0,1.0,0.16575571747058823,0.16575571747058823,0.16575571747058823,0.16575571747058823,0.08287785873529412,0.08287785873529412,0.08287785873529412,0.08287785873529412,04/12/2020,05/09/2020,05/23/2020,08/02/2020
Region1,2020-05-20,1.0,1.0,1.0,1.0,0.16575571747058823,0.16575571747058823,0.16575571747058823,0.16575571747058823,0.08287785873529412,0.08287785873529412,0.08287785873529412,0.08287785873529412,04/12/2020,05/09/2020,05/23/2020,08/02/2020
Region1,2020-05-21,1.0,1.0,1.0,1.0,0.16575571747058823,0.16575571747058823,0.16575571747058823,0.16575571747058823,0.08287785873529412,0.08287785873529412,0.08287785873529412,0.08287785873529412,04/12/2020,05/09/2020,05/23/2020,08/02/2020
Region1,2020-05-22,1.0,1.0,1.0,1.0,0.16575571747058823,0.16575571747058823,0.16575571747058823,0.16575571747058823,0.08287785873529412,0.08287785873529412,0.08287785873529412,0.08287785873529412,04/12/2020,05/09/2020,05/23/2020,08/02/2020
Region1,2020-05-23,1.0,1.0,1.0,1.0,0.16575571747058823,0.16575571747058823,0.16575571747058823,0.16575571747058823,0.08287785873529412,0.08287785873529412,0.08287785873529412,0.08287785873529412,04/12/2020,05/09/2020,05/23/2020,08/02/2020
Region1,2020-05-24,2.0,1.0,1.0,1.0,0.33151143494117646,0.16575571747058823,0.16575571747058823,0.16575571747058823,0.16575571747058823,0.08287785873529412,0.08287785873529412,0.08287785873529412,04/12/2020,05/09/2020,05/23/2020,08/02/2020
Region1,2020-05-25,2.0,1.0,1.0,1.0,0.33151143494117646,0.16575571747058823,0.16575571747058823,0.16575571747058823,0.16575571747058823,0.08287785873529412,0.08287785873529412,0.08287785873529412,04/12/2020,05/09/2020,05/23/2020,08/02/2020
Region1,2020-05-26,2.0,1.0,1.0,1.0,0.33151143494117646,0.16575571747058823,0.16575571747058823,0.16575571747058823,0.16575571747058823,0.08287785873529412,0.08287785873529412,0.08287785873529412,04/12/2020,05/09/2020,05/23/2020,08/02/2020
Region1,2020-05-27,2.0,1.0,1.0,1.0,0.33151143494117646,0.16575571747058823,0.16575571747058823,0.16575571747058823,0.16575571747058823,0.08287785873529412,0.08287785873529412,0.08287785873529412,04/12/2020,05/09/2020,05/23/2020,08/02/2020
Region1,2020-05-28,3.0,1.0,1.0,1.0,0.49726715241176467,0.16575571747058823,0.16575571747058823,0.16575571747058823,0.24863357620588233,0.08287785873529412,0.08287785873529412,0.08287785873529412,04/12/2020,05/09/2020,05/23/2020,08/02/2020
Region1,2020-05-29,3.0,1.0,1.0,1.0,0.49726715241176467,0.16575571747058823,0.16575571747058823,0.16575571747058823,0.24863357620588233,0.08287785873529412,0.08287785873529412,0.08287785873529412,04/12/2020,05/09/2020,05/23/2020,08/02/2020
Region1,2020-05-30,4.0,1.0,1.0,1.0,0.6630228698823529,0.16575571747058823,0.16575571747058823,0.16575571747058823,0.33151143494117646,0.08287785873529412,0.08287785873529412,0.08287785873529412,04/12/2020,05/09/2020,05/23/2020,08/02/2020
Region1,2020-05-31,5.0,1.0,1.0,1.0,0.8287785873529412,0.16575571747058823,0.16575571747058823,0.16575571747058823,0.4143892936764706,0.08287785873529412,0.08287785873529412,0.08287785873529412,04/12/2020,05/09/2020,05/23/2020,08/02/2020
Region1,2020-06-01,6.0,1.0,1.0,1.0,0.9945343048235293,0.16575571747058823,0.16575571747058823,0.16575571747058823,0.49726715241176467,0.08287785873529412,0.08287785873529412,0.08287785873529412,04/12/2020,05/09/2020,05/23/2020,08/02/2020
Region1,2020-06-02,7.0,1.0,1.0,1.0,1.1602900222941177,0.16575571747058823,0.16575571747058823,0.16575571747058823,0.5801450111470589,0.08287785873529412,0.08287785873529412,0.08287785873529412,04/12/2020,05/09/2020,05/23/2020,08/02/2020
Region1,2020-06-03,9.0,1.0,1.0,1.0,1.491801457235294,0.16575571747058823,0.16575571747058823,0.16575571747058823,0.745900728617647,0.08287785873529412,0.08287785873529412,0.08287785873529412,04/12/2020,05/09/2020,05/23/2020,08/02/2020
Region1,2020-06-04,11.0,1.0,1.0,1.0,1.8233128921764705,0.16575571747058823,0.16575571747058823,0.16575571747058823,0.9116564460882353,0.08287785873529412,0.08287785873529412,0.08287785873529412,04/12/2020,05/09/2020,05/23/2020,08/02/2020
Region1,2020-06-05,13.0,1.0,1.0,1.0,2.154824327117647,0.16575571747058823,0.16575571747058823,0.16575571747058823,1.0774121635588234,0.08287785873529412,0.08287785873529412,0.08287785873529412,04/12/2020,05/09/2020,05/23/2020,08/02/2020
Region1,2020-06-06,16.0,2.0,1.0,1.0,2.6520914795294117,0.33151143494117646,0.16575571747058823,0.16575571747058823,1.3260457397647059,0.16575571747058823,0.08287785873529412,0.08287785873529412,04/12/2020,05/09/2020,05/23/2020,08/02/2020
Region1,2020-06-07,20.0,2.0,1.0,1.0,3.3151143494117647,0.33151143494117646,0.16575571747058823,0.16575571747058823,1.6575571747058824,0.16575571747058823,0.08287785873529412,0.08287785873529412,04/12/2020,05/09/2020,05/23/2020,08/02/2020
Region1,2020-06-08,25.0,2.0,1.0,0.0,4.143892936764706,0.33151143494117646,0.16575571747058823,0.0,2.071946468382353,0.16575571747058823,0.08287785873529412,0.0,04/12/2020,05/09/2020,05/23/2020,08/02/2020
Region1,2020-06-09,32.0,3.0,1.0,0.0,5.304182959058823,0.49726715241176467,0.16575571747058823,0.0,2.6520914795294117,0.24863357620588233,0.08287785873529412,0.0,04/12/2020,05/09/2020,05/23/2020,08/02/2020
Region1,2020-06-10,40.0,3.0,1.0,0.0,6.6302286988235295,0.49726715241176467,0.16575571747058823,0.0,3.3151143494117647,0.24863357620588233,0.08287785873529412,0.0,04/12/2020,05/09/2020,05/23/2020,08/02/2020
Region1,2020-06-11,50.0,4.0,1.0,0.0,8.287785873529412,0.6630228698823529,0.16575571747058823,0.0,4.143892936764706,0.33151143494117646,0.08287785873529412,0.0,04/12/2020,05/09/2020,05/23/2020,08/02/2020
Region1,2020-06-12,63.0,5.0,1.0,0.0,10.442610200647058,0.8287785873529412,0.16575571747058823,0.0,5.221305100323529,0.4143892936764706,0.08287785873529412,0.0,04/12/2020,05/09/2020,05/23/2020,08/02/2020
Region1,2020-06-13,79.0,6.0,1.0,0.0,13.09470168017647,0.9945343048235293,0.16575571747058823,0.0,6.547350840088235,0.49726715241176467,0.08287785873529412,0.0,04/12/2020,05/09/2020,05/23/2020,08/02/2020
Region1,2020-06-14,98.0,7.0,1.0,0.0,16.244060312117647,1.1602900222941177,0.16575571747058823,0.0,8.122030156058823,0.5801450111470589,0.08287785873529412,0.0,04/12/2020,05/09/2020,05/23/2020,08/02/2020
Region1,2020-06-15,121.0,9.0,1.0,0.0,20.056441813941177,1.491801457235294,0.16575571747058823,0.0,10.028220906970589,0.745900728617647,0.08287785873529412,0.0,04/12/2020,05/09/2020,05/23/2020,08/02/2020
Region1,2020-06-16,147.0,11.0,1.0,0.0,24.36609046817647,1.8233128921764705,0.16575571747058823,0.0,12.183045234088235,0.9116564460882353,0.08287785873529412,0.0,04/12/2020,05/09/2020,05/23/2020,08/02/2020
Region1,2020-06-17,177.0,14.0,1.0,0.0,29.338761992294117,2.3205800445882354,0.16575571747058823,0.0,14.669380996147058,1.1602900222941177,0.08287785873529412,0.0,04/12/2020,05/09/2020,05/23/2020,08/02/2020
Region1,2020-06-18,208.0,18.0,1.0,0.0,34.47718923388235,2.983602914470588,0.16575571747058823,0.0,17.238594616941175,1.491801457235294,0.08287785873529412,0.0,04/12/2020,05/09/2020,05/23/2020,08/02/2020
Region1,2020-06-19,238.0,22.0,1.0,0.0,39.449860758,3.646625784352941,0.16575571747058823,0.0,19.724930379,1.8233128921764705,0.08287785873529412,0.0,04/12/2020,05/09/2020,05/23/2020,08/02/2020
Region1,2020-06-20,263.0,29.0,1.0,0.0,43.59375369476471,4.8069158066470585,0.16575571747058823,0.0,21.796876847382354,2.4034579033235293,0.08287785873529412,0.0,04/12/2020,05/09/2020,05/23/2020,08/02/2020
Region1,2020-06-21,281.0,36.0,1.0,0.0,46.577356609235295,5.967205828941176,0.16575571747058823,0.0,23.288678304617648,2.983602914470588,0.08287785873529412,0.0,04/12/2020,05/09/2020,05/23/2020,08/02/2020
Region1,2020-06-22,286.0,47.0,1.0,0.0,47.40613519658823,7.790518721117647,0.16575571747058823,0.0,23.703067598294115,3.8952593605588235,0.08287785873529412,0.0,04/12/2020,05/09/2020,05/23/2020,08/02/2020
Region1,2020-06-23,277.0,60.0,1.0,0.0,45.91433373935294,9.945343048235294,0.16575571747058823,0.0,22.95716686967647,4.972671524117647,0.08287785873529412,0.0,04/12/2020,05/09/2020,05/23/2020,08/02/2020
Region1,2020-06-24,256.0,77.0,1.0,0.0,42.43346367247059,12.763190245235293,0.16575571747058823,0.0,21.216731836235294,6.381595122617647,0.08287785873529412,0.0,04/12/2020,05/09/2020,05/23/2020,08/02/2020
