,ihme_lower,ihme_mean,ihme_upper,can_1,can_3,chime,umcphr_4wk,umcphr_3mth,umcphr_opt
2020-03-28,23.09875,27.80105,33.45125,7.396183606691337,7.396001403996848,2.94779757633942,13.0,13.0,13.0
2020-03-29,20.04875,24.2352,29.5025,9.0,9.0,3.505280508589479,15.0,15.0,15.0
2020-03-30,24.3,29.0226,34.7525,10.445042202445661,10.44541754307666,4.1681320403241235,16.0,16.0,16.0
2020-03-31,20.3,25.0226,30.7525,11.73572128878612,11.736424840695191,4.956242101794782,17.0,17.0,17.0
2020-04-01,8.2,10.79535,14.65125,12.908539730733523,12.909219717966128,5.893244570763308,19.0,19.0,19.0
2020-04-02,7.2,9.79535,13.65125,14.0,14.0,7.0072176259350405,21.0,21.0,21.0
2020-04-03,4.45,6.2244,9.0,15.042193493539893,15.040792704438973,5.832059305202932,23.0,23.0,23.0
2020-04-04,4.45,6.2244,9.0,16.049567309276316,16.046941619051744,6.478490038685969,24.0,24.0,24.0
2020-04-05,3.45,5.2244,8.0,17.03215747037458,17.029619724138644,7.196429674091463,25.0,25.0,25.0
2020-04-06,1.05,1.6814,2.4,18.0,18.0,7.9937553489568876,27.0,27.0,27.0
2020-04-07,1.05,1.6814,2.4,18.94868382339477,18.953911639167444,8.879204127627688,27.0,27.0,27.0
2020-04-08,1.1,4.08225,16.325,19.81600947410862,19.825808683097822,9.862465051290627,28.0,28.0,28.0
2020-04-09,1.1,6.23975,31.61125,20.525330387768154,20.53480138547929,10.954280611317827,30.0,30.0,30.0
2020-04-10,1.1,8.8123,44.834999999999894,21.0,21.0,12.166558507997479,31.0,31.0,31.0
2020-04-11,0.9,11.4904,61.88375,21.19432121288104,21.174810738891257,13.51249461026191,32.0,32.0,32.0
2020-04-12,0.95,14.80545,77.8425,21.186394794289225,21.149823648556968,15.006708081985323,32.0,32.0,32.0
2020-04-13,0.95,18.4959,93.3675,21.085270978552806,21.0499247339442,16.665389684316413,33.0,33.0,33.0
2020-04-14,0.2,21.03495,107.6925,21.0,21.0,18.506464298125167,33.0,33.0,33.0
2020-04-15,0.24875,22.97785,118.71625,21.02403132508109,21.112470405267533,20.54976873187934,35.0,35.0,35.0
2020-04-16,0.05,24.9743,127.765,21.188411348734487,21.449896722674307,22.81724588295131,36.0,36.0,36.0
2020-04-17,0.05,26.94665,127.08125,21.50858569802064,22.062374678743936,25.333156297978288,38.0,38.0,38.0
2020-04-18,0.0987500000000001,28.5658,130.95125,22.0,23.0,28.12430812238728,40.0,40.0,39.0
2020-04-19,0.0,29.5694,133.66,22.662678486794622,24.297182640038628,31.22030633052168,42.0,42.0,41.0
2020-04-20,0.0,30.34265,132.90125,23.434959810772853,25.92558946074581,34.65382197367489,44.0,44.0,42.0
2020-04-21,0.0,30.5921,134.40125,24.239761229364667,27.841201551080104,38.46088195875621,46.0,46.0,43.0
2020-04-22,0.0,30.4689,124.63125,25.0,30.0,42.681179557033545,48.0,48.0,44.0
2020-04-23,0.0,29.8948,122.38,25.65337972774046,32.37067403457801,47.3584054185834,50.0,50.0,45.0
2020-04-24,0.0,28.8682,117.5,26.196749408174124,34.97274543434245,52.540598307475484,52.0,52.0,46.0
2020-04-25,0.0,27.38605,111.32125,26.641744384520734,37.83844411693568,58.280514044404974,54.0,54.0,46.0
2020-04-26,0.0,25.5099,102.155,27.0,41.0,64.6360102110342,57.0,57.0,47.0
2020-04-27,0.0,23.32035,95.35625,27.286302602243563,44.485746221649386,71.67044299155032,59.0,59.0,47.0
2020-04-28,0.0,20.8527,87.0175,27.528042556530654,48.30842880188438,79.45307105349866,61.0,61.0,47.0
2020-04-29,0.0,18.09715,78.55125,27.755761232552423,52.47689698117719,88.05945954730488,64.0,64.0,47.0
2020-04-30,0.0,15.2139,68.8625,28.0,57.0,97.5718750717018,67.0,67.0,47.0
2020-05-01,0.0,12.44325,59.95,28.279534863285292,61.88946607882446,108.07965974542105,69.0,69.0,46.0
2020-05-02,0.0,9.96735,54.305,28.56608036570325,67.16853935812001,119.67956927614635,72.0,72.0,46.0
2020-05-03,0.0,7.80075,47.00875,28.819585685269587,72.86334295835557,132.4760560584141,74.0,74.0,45.0
2020-05-04,0.0,5.9604,36.98875,29.0,79.0,146.58147380096352,77.0,77.0,44.0
2020-05-05,0.0,4.4538,31.72375,29.079932944615276,85.61263946305279,162.1161749321018,80.0,80.0,43.0
2020-05-06,0.0,3.42035,25.65625,29.082635980656352,92.76741376563555,179.2084660330677,83.0,83.0,42.0
2020-05-07,0.0,2.6805,19.365,29.04402102636926,100.53848118540056,197.99437981625942,85.0,85.0,41.0
2020-05-08,0.0,2.13345,14.75,29.0,109.0,218.617214765472,88.0,88.0,40.0
2020-05-09,0.0,1.7165,9.46249999999999,28.978858358253635,118.20685106896447,241.22678563796168,91.0,91.0,38.0
2020-05-10,0.0,1.3733,5.7025,28.978375711671347,128.1368055793378,265.9783198526948,94.0,94.0,37.0
2020-05-11,0.0,1.1165,4.9,28.988705209253396,138.74835730004224,293.0309267623465,97.0,97.0,35.0
2020-05-12,0.0,0.90585,4.3025,29.0,150.0,322.5455595243657,99.0,99.0,33.0
2020-05-13,0.0,0.7084,3.6525,29.004633622370225,161.88808126108944,354.6823835792884,102.0,102.0,32.0
2020-05-14,0.0,0.5454,3.0025,29.003861172658265,174.5603639170133,389.59746272360366,105.0,105.0,30.0
2020-05-15,0.0,0.4064,2.55125,29.00115813661719,188.20246461443057,427.43867486066665,107.0,107.0,28.0
2020-05-16,0.0,0.2875,2.10125,29.0,203.0,468.34077650008936,110.0,110.0,27.0
2020-05-17,0.0,0.19055,1.6,29.00260715226552,219.10019888667784,512.4195500637716,112.0,112.0,25.0
2020-05-18,0.0,0.11855,1.15125,29.006179597695596,236.49673875260896,559.7649934340834,114.0,114.0,23.0
2020-05-19,0.0,0.0724,1.0,29.006662244277887,255.14490924223568,610.4335494870165,117.0,117.0,22.0
2020-05-20,0.0,0.04425,0.7,29.0,275.0,664.4394270519069,119.0,119.0,20.0
2020-05-21,0.0,0.026000000000000002,0.4,28.98493776856773,296.0548731921994,721.745135859167,121.0,121.0,19.0
2020-05-22,0.0,0.0136,0.151249999999999,28.971420436559356,318.4526810725509,782.25144767448,122.0,122.0,17.0
2020-05-23,0.0,0.00535,0.0,28.97219288627131,342.374148416627,845.7871034830205,124.0,124.0,16.0
2020-05-24,0.0,0.00145,0.0,29.0,368.0,912.0987094320607,126.0,126.0,14.0
2020-05-25,0.0,0.0006,0.0,29.05764177346358,395.492808344525,980.841396221278,128.0,127.0,13.0
2020-05-26,0.0,0.0,0.0,29.10813865606699,424.9425369571876,1051.5709477571015,130.0,128.0,12.0
2020-05-27,0.0,0.0,0.0,29.10456621063691,456.42099709125654,1123.7382207381597,133.0,129.0,11.0
2020-05-28,0.0,0.0,0.0,29.0,490.0,1196.6867586265598,137.0,130.0,10.0
2020-05-29,0.0,0.0,0.0,28.768870137577974,525.755143429701,1269.6545289429287,141.0,130.0,9.0
2020-05-30,0.0,0.0,0.0,28.471024939172686,563.7771710986988,1341.7806583551135,146.0,131.0,8.0
2020-05-31,0.0,0.0,0.0,28.18766727118106,604.1606132183473,1412.1178839032473,152.0,131.0,7.0
2020-06-01,0.0,0.0,0.0,28.0,647.0,1479.6511657187293,158.0,131.0,6.0
2020-06-02,0.0,0.0,0.0,27.960627676224565,692.3928679366713,1543.322513379575,166.0,131.0,6.0
2020-06-03,0.0,0.0,0.0,28.007761587242292,740.4487786480173,1602.0615782511668,174.0,130.0,5.0
2020-06-04,0.0,0.0,0.0,28.051014704638877,791.2803000353548,1654.8209921571327,183.0,130.0,4.0
2020-06-05,0.0,0.0,0.0,28.0,845.0,1700.6148442798258,193.0,129.0,4.0
2020-06-06,0.0,0.0,0.0,27.79486915752379,901.7046348236141,1738.558156738556,205.0,128.0,3.0
2020-06-07,0.0,0.0,0.0,27.49792871185816,961.4277143092322,1767.9048271132958,217.0,127.0,3.0
2020-06-08,0.0,0.0,0.0,27.20202391026345,1024.1869366402345,1788.0813310410267,231.0,125.0,3.0
2020-06-09,0.0,0.0,0.0,27.0,1090.0,1798.7135773404223,246.0,124.0,2.0
2020-06-10,0.0,0.0,0.0,26.95364569368027,1158.8823427688733,1799.644704141836,263.0,122.0,2.0
2020-06-11,0.0,0.0,0.0,27.000523565325068,1230.8403641150546,1790.9422743634425,282.0,120.0,2.0
2020-06-12,0.0,0.0,0.0,27.04713965430734,1305.8782034037085,1772.8942032694324,302.0,118.0,1.0
2020-06-13,0.0,0.0,0.0,27.0,1384.0,1745.9937227650516,324.0,116.0,1.0
2020-06-14,0.0,0.0,0.0,26.79679806775516,1465.172244100894,1710.914629635401,348.0,114.0,1.0
2020-06-15,0.0,0.0,0.0,26.499977026841574,1549.2108292305509,1668.4788544762125,374.0,111.0,1.0
2020-06-16,0.0,0.0,0.0,26.20316747250721,1635.893999744933,1619.618927024341,402.0,109.0,1.0
2020-06-17,0.0,0.0,0.0,26.0,1725.0,1565.3381474694686,432.0,106.0,1.0
2020-06-18,0.0,0.0,0.0,25.952912035299136,1816.3036808275524,1506.6711978046296,464.0,104.0,1.0
2020-06-19,0.0,0.0,0.0,25.99956832730865,1909.566318962742,1444.6475845046882,498.0,101.0,0.0
2020-06-20,0.0,0.0,0.0,26.046440455663856,2004.5457976165612,1380.259769702221,534.0,98.0,0.0
2020-06-21,0.0,0.0,0.0,26.0,2101.0,1314.4372145379675,571.0,96.0,0.0
2020-06-22,0.0,0.0,0.0,25.797803791048334,2198.644282588898,1248.0269156887807,609.0,93.0,0.0
2020-06-23,0.0,0.0,0.0,25.501749663923825,2297.023894918481,1181.780438442067,647.0,90.0,0.0
2020-06-24,0.0,0.0,0.0,25.20482070483741,2395.6415597888245,1116.3469871104753,685.0,87.0,0.0
2020-06-25,0.0,0.0,0.0,25.0,2494.0,1052.2717298695495,722.0,85.0,0.0
2020-06-26,0.0,0.0,0.0,24.949622800507548,2591.603563816858,989.9984109025536,758.0,82.0,0.0
2020-06-27,0.0,0.0,0.0,24.993433016996047,2687.9631013633348,929.875221635164,790.0,79.0,0.0
2020-06-28,0.0,0.0,0.0,25.040526724986528,2782.591088228145,872.1629384746047,819.0,76.0,0.0
2020-06-29,0.0,0.0,0.0,25.0,2875.0,817.0444370226687,843.0,74.0,0.0
2020-06-30,0.0,0.0,0.0,24.809955006921488,2964.6914621436745,764.6348339052347,862.0,71.0,0.0
2020-07-01,0.0,0.0,0.0,24.524518268091985,3051.123699628181,714.9916634358087,874.0,68.0,0.0
2020-07-02,0.0,0.0,0.0,24.22682239521649,3133.744087298598,668.1246495512461,879.0,66.0,0.0
2020-07-03,0.0,0.0,0.0,24.0,3212.0,624.0047720971561,877.0,63.0,0.0
2020-07-04,0.0,0.0,0.0,23.904307171806508,3285.3805876084475,582.5724441347703,868.0,61.0,0.0
2020-07-05,0.0,0.0,0.0,23.908493910636004,3353.5421001239392,543.7447111492728,851.0,58.0,0.0
2020-07-06,0.0,0.0,0.0,23.9584336941475,3416.1825625774627,507.4214543921335,827.0,56.0,0.0
2020-07-07,0.0,0.0,0.0,24.0,3473.0,473.49063141252566,794.0,53.0,0.0
2020-07-08,0.0,0.0,0.0,23.9790663058525,3523.692437422538,441.83262033596117,753.0,51.0,0.0
2020-07-09,0.0,0.0,0.0,23.841506089363996,3567.957899876061,412.3237541062699,705.0,49.0,0.0
2020-07-10,0.0,0.0,0.0,23.5331928281935,3605.494412391553,384.839140039403,653.0,47.0,0.0
